áYâú (826)-A2,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
16.1,0,0,0,0
16,0,0,0,0
15.7,0,0,0,0
15.3,0,0,0,0
15.2,0,0,0,0
15,0,0,0,0
14.7,0,0,0,0
14.5,0,0,0,0
14.3,0,0,0,0
14.3,0,0,0,0
14.3,0.25,0.07,4.6,-85.6
15.1,0.87,0.34,17.8,-78.4
16.6,1.84,0.47,30.7,-70
16.8,2.32,0.5,42.8,-58.9
17.6,1.07,1.08,53.2,-42.6
18.3,2.39,0.66,60.1,-18.1
18.1,1.97,0.87,60.7,12.5
18.3,1.31,1.05,54.9,38.6
16.9,0.5,0.95,44.9,56.3
16.5,0.69,0.69,33.1,68.1
16,0.2,0.33,20.3,77
15.5,0.22,0.11,7.1,84.3
15,0,0,0,0
15.1,0,0,0,0
15.1,0,0,0,0
15.2,0,0,0,0
15.2,0,0,0,0
15.1,0,0,0,0
15.2,0,0,0,0
15.2,0,0,0,0
15,0,0,0,0
15,0,0,0,0
14.9,0,0,0,0
14.8,0,0,0,0
14.9,0.14,0.06,4.8,-85.9
15.4,0.1,0.25,18.1,-78.8
16.3,0.1,0.44,31,-70.3
16.7,0.09,0.64,43.1,-59.2
17,0.11,0.78,53.6,-42.9
17.4,0.24,1.08,60.5,-18.2
17.5,1.07,1.22,61.1,12.8
17.4,0.34,1.08,55.2,39.1
17.6,0.46,0.94,45.2,56.7
17.7,0.36,0.66,33.3,68.6
17.1,0.62,0.41,20.5,77.4
16.3,0.18,0.1,7.2,84.7
15.1,0,0,0,0
15.3,0,0,0,0
15.4,0,0,0,0
15,0,0,0,0
15.4,0,0,0,0
15.3,0,0,0,0
15.1,0,0,0,0
14.6,0,0,0,0
15,0,0,0,0
14.9,0,0,0,0
14.9,0,0,0,0
15.3,0,0,0,0
15,0.12,0.06,5.1,-86.3
14.6,0.08,0.23,18.3,-79.1
14.5,0.09,0.42,31.3,-70.7
14.5,0.06,0.61,43.4,-59.6
14.5,0.07,0.76,53.9,-43.2
14.2,0.03,0.65,60.9,-18.3
14.7,0.01,0.66,61.5,13.1
15.1,0.1,0.76,55.4,39.6
15.8,0.07,0.65,45.4,57.2
15.3,1.32,0.63,33.4,69
15,1.03,0.4,20.6,77.8
13.7,0.09,0.09,7.4,85.1
12.7,0,0,0,0
12.9,0,0,0,0
12.7,0,0,0,0
12.4,0,0,0,0
12.4,0,0,0,0
12.3,0,0,0,0
12.2,0,0,0,0
12.2,0,0,0,0
11.8,0,0,0,0
12.4,0,0,0,0
12.3,0,0,0,0
11.7,0,0,0,0
12.1,0.14,0.07,5.3,-86.6
12.9,0.72,0.36,18.6,-79.4
13.8,0.53,0.65,31.5,-71
14.2,0.73,0.93,43.7,-59.9
15.9,0.88,1.13,54.3,-43.5
15.7,0.9,1.24,61.3,-18.4
15.7,1.47,1.1,61.9,13.4
15.5,0.2,0.95,55.7,40.1
15.4,0.19,0.8,45.6,57.7
14.4,0.13,0.51,33.6,69.5
14.4,0.14,0.31,20.7,78.2
14.2,0.14,0.1,7.5,85.5
14.1,0,0,0,0
14.5,0,0,0,0
14.5,0,0,0,0
13.2,0,0,0,0
12.4,0,0,0,0
12.7,0,0,0,0
13.5,0,0,0,0
13.7,0,0,0,0
14,0,0,0,0
14,0,0,0,0
14.4,0,0,0,0
14.2,0,0,0,0
14.4,0.11,0.07,5.6,-86.9
15,0.1,0.24,18.9,-79.8
16.2,0.26,0.59,31.8,-71.4
18.2,0.62,0.94,44,-60.3
18.3,0.63,1.14,54.6,-43.8
17.3,0.12,0.85,61.7,-18.4
17.3,0.14,1,62.2,13.8
18,0.08,0.8,56,40.7
17.6,0.11,0.66,45.8,58.2
17.9,0.83,0.7,33.7,69.9
17.4,0.57,0.41,20.8,78.6
16.1,0.11,0.09,7.6,85.9
15.7,0,0,0,0
15.9,0,0,0,0
15.5,0,0,0,0
15.3,0,0,0,0
15.3,0,0,0,0
15.6,0,0,0,0
15.7,0,0,0,0
16,0,0,0,0
16.2,0,0,0,0
16,0,0,0,0
15.2,0,0,0,0
16,0,0,0,0
15.5,0.68,0.1,5.8,-87.2
16.7,0.91,0.37,19.1,-80.1
17.2,1.38,0.59,32.1,-71.7
19.4,0.99,0.92,44.3,-60.6
20.2,2.49,0.56,55,-44.2
20.2,1.43,1.12,62.1,-18.5
18.6,2.51,0.61,62.6,14.1
20.3,2.11,0.76,56.3,41.2
19.2,2.07,0.64,46,58.7
20,1.98,0.49,33.9,70.4
18.8,2,0.28,21,79
17.5,0.86,0.14,7.7,86.2
16.3,0,0,0,0
16.1,0,0,0,0
16.4,0,0,0,0
16.2,0,0,0,0
16.3,0,0,0,0
16.1,0,0,0,0
15.7,0,0,0,0
16.3,0,0,0,0
15.8,0,0,0,0
15.5,0,0,0,0
15.3,0,0,0,0
15.3,0,0,0,0
15.8,0.87,0.11,6.1,-87.5
17.5,1.33,0.34,19.4,-80.4
18.8,1.46,0.58,32.4,-72.1
19.6,2.08,0.61,44.6,-61
19.6,2.49,0.56,55.3,-44.5
19.6,1.45,1.11,62.5,-18.6
19.6,1.46,1.12,63,14.5
20.6,2.13,0.74,56.6,41.7
20.3,2.48,0.48,46.2,59.2
19.9,1.71,0.56,34,70.8
19.5,2.01,0.28,21.1,79.4
18.1,0.76,0.14,7.8,86.6
17.8,0,0,0,0
17.7,0,0,0,0
17.7,0,0,0,0
17.7,0,0,0,0
18.1,0,0,0,0
17.8,0,0,0,0
17.9,0,0,0,0
18.2,0,0,0,0
18.4,0,0,0,0
18.3,0,0,0,0
18.3,0,0,0,0
18.5,0,0,0,0
18.6,0.12,0.08,6.3,-87.9
19,0.11,0.27,19.6,-80.7
19.3,0.09,0.48,32.6,-72.4
20.1,0.48,0.94,44.9,-61.4
20.3,0.47,1.13,55.7,-44.8
21,0.33,1.2,62.9,-18.7
21.6,0.81,1.28,63.3,14.8
20.9,1.07,1.13,56.8,42.2
20.4,0.16,0.77,46.4,59.7
20,0.11,0.49,34.2,71.3
19.5,0.1,0.3,21.2,79.8
19.6,0.23,0.13,7.9,87
18.9,0,0,0,0
19,0,0,0,0
19.2,0,0,0,0
19.3,0,0,0,0
19.3,0,0,0,0
19,0,0,0,0
19,0,0,0,0
18.9,0,0,0,0
19.4,0,0,0,0
19.5,0,0,0,0
19.5,0,0,0,0
19.6,0,0,0,0
19.8,0.07,0.07,6.5,-88.2
20.1,0.07,0.23,19.9,-81.1
20.9,0.06,0.42,32.9,-72.8
21.1,0.07,0.59,45.3,-61.7
21.5,0.07,0.72,56.1,-45.2
21,0.05,0.82,63.3,-18.8
22.6,0.05,0.83,63.7,15.2
22.6,0.13,0.86,57.1,42.8
23.3,0.08,0.59,46.6,60.2
22.5,0.06,0.44,34.3,71.7
22.3,0.59,0.42,21.3,80.2
21.3,0.13,0.11,8,87.4
21.1,0,0,0,0
20.9,0,0,0,0
20.7,0,0,0,0
20.6,0,0,0,0
20.5,0,0,0,0
20.5,0,0,0,0
20.4,0,0,0,0
20.3,0,0,0,0
20.3,0,0,0,0
20.1,0,0,0,0
20.5,0,0,0,0
20.8,0,0,0,0
20.9,0.07,0.07,6.8,-88.5
21.7,0.23,0.33,20.1,-81.4
21.2,0,0.23,33.2,-73.1
20.9,0.02,0.47,45.6,-62.1
20.8,0.02,0.56,56.4,-45.5
20.4,0,0.41,63.7,-18.9
19.4,0.04,0.6,64.1,15.6
19.5,0.04,0.75,57.4,43.3
19.3,0.06,0.6,46.7,60.8
19.4,0.06,0.43,34.5,72.2
19.2,0.05,0.26,21.5,80.6
19.1,0.07,0.09,8.1,87.8
19,0,0,0,0
18.6,0,0,0,0
18.3,0,0,0,0
18,0,0,0,0
18.1,0,0,0,0
18.1,0,0,0,0
18.1,0,0,0,0
17.4,0,0,0,0
17,0,0,0,0
16.8,0,0,0,0
16.7,0,0,0,0
16.1,0,0,0,0
16.5,0.16,0.1,7,-88.8
16.5,0.15,0.31,20.4,-81.7
16.3,0.14,0.53,33.4,-73.5
17.5,0.14,0.73,45.9,-62.5
18.7,0.12,0.91,56.8,-45.9
18.8,0.22,1.09,64.1,-19
18.8,1.45,1.13,64.4,15.9
19.3,1.16,1.13,57.6,43.9
19.5,1.45,0.86,46.9,61.3
18.4,0.94,0.71,34.6,72.6
18.5,1.77,0.32,21.6,81
17.8,0.78,0.14,8.3,88.2
17.2,0,0,0,0
17.2,0,0,0,0
17.4,0,0,0,0
17.4,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
17.3,0,0,0,0
17.3,0,0,0,0
17.3,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
17.2,0,0,0,0
16.5,0.08,0.08,7.3,-89.1
16.7,0.11,0.29,20.6,-82.1
17.5,0.1,0.49,33.7,-73.8
17.8,0.09,0.68,46.2,-62.9
18.7,0.14,0.95,57.1,-46.2
18,0.23,1.13,64.5,-19.1
19.3,0.22,1.14,64.8,16.3
19.7,2.08,0.77,57.9,44.5
20.1,1.67,0.79,47.1,61.8
18.9,0.36,0.68,34.7,73.1
18.8,0.12,0.3,21.7,81.5
18,0.13,0.11,8.4,88.6
17.7,0,0,0,0
17.6,0,0,0,0
17.5,0,0,0,0
17.5,0,0,0,0
17.4,0,0,0,0
17.2,0,0,0,0
17.3,0,0,0,0
17,0,0,0,0
17.1,0,0,0,0
17.1,0,0,0,0
17.1,0,0,0,0
17,0,0,0,0
17.6,0.92,0.14,7.5,-89.4
19.2,1.85,0.3,20.9,-82.4
19.9,2.21,0.41,34,-74.2
21.3,2.3,0.55,46.4,-63.3
22.4,2.35,0.64,57.5,-46.6
23.2,1.05,1.26,64.9,-19.2
23.4,1.31,1.19,65.2,16.8
23.6,1.31,1.09,58.1,45
22.1,0.3,0.92,47.3,62.3
21.6,0.86,0.72,34.9,73.5
21.5,0.6,0.43,21.8,81.9
20,0.33,0.14,8.5,89
19.1,0,0,0,0
18.9,0,0,0,0
18.7,0,0,0,0
19,0,0,0,0
18.9,0,0,0,0
19.1,0,0,0,0
19.3,0,0,0,0
19.3,0,0,0,0
19.4,0,0,0,0
19.6,0,0,0,0
19.7,0,0,0,0
19.8,0,0,0,0
19.9,0.09,0.09,7.8,-89.8
20.3,0.03,0.2,21.1,-82.7
18.5,0.03,0.23,34.2,-74.5
18.2,0,0.34,46.7,-63.7
18.6,0.19,0.98,57.8,-47
20.9,0.95,1.29,65.3,-19.3
19.3,0.05,0.86,65.5,17.2
19,0.06,0.77,58.4,45.6
19.6,0.09,0.62,47.5,62.8
18.5,0.07,0.46,35,74
18.2,0.07,0.27,21.9,82.3
17.5,0.08,0.1,8.6,89.3
17.3,0,0,0,0
17.2,0,0,0,0
17.1,0,0,0,0
17,0,0,0,0
16.6,0,0,0,0
16.4,0,0,0,0
16.1,0,0,0,0
16.3,0,0,0,0
16,0,0,0,0
16.1,0,0,0,0
16.1,0,0,0,0
16.3,0,0,0,0
16.4,0.06,0.08,8,-90.1
16.5,0.05,0.25,21.4,-83.1
16.5,0.07,0.42,34.5,-74.9
16.3,0.05,0.41,47,-64
16.7,0,0.58,58.1,-47.3
16.7,0.05,0.8,65.6,-19.4
17,0.05,0.8,65.9,17.6
17,0.05,0.73,58.6,46.2
17.1,0.06,0.59,47.6,63.4
17,0.05,0.44,35.2,74.4
16.9,0.05,0.26,22,82.7
17.1,0.06,0.09,8.7,89.7
17.3,0,0,0,0
17.5,0,0,0,0
17.8,0,0,0,0
17.8,0,0,0,0
18,0,0,0,0
18.2,0,0,0,0
18.3,0,0,0,0
18.5,0,0,0,0
18.7,0,0,0,0
18.8,0,0,0,0
18.9,0,0,0,0
19.1,0,0,0,0
19.6,0.07,0.09,8.2,-90.4
19.8,0.1,0.29,21.6,-83.4
19.5,0.05,0.42,34.8,-75.3
19.1,0.07,0.59,47.3,-64.4
19.6,0.06,0.72,58.5,-47.7
19.6,0.05,0.81,66,-19.5
18.6,0.05,0.81,66.2,18
18.9,0.06,0.73,58.9,46.8
18.8,0.07,0.59,47.8,63.9
18.7,0.07,0.43,35.3,74.9
18.3,0.06,0.25,22.1,83.1
18,0.05,0.09,8.8,90.1
17.3,0,0,0,0
17,0,0,0,0
16.7,0,0,0,0
16.5,0,0,0,0
16.3,0,0,0,0
15.9,0,0,0,0
16,0,0,0,0
15.9,0,0,0,0
15.7,0,0,0,0
15.6,0,0,0,0
15.1,0,0,0,0
14.5,0,0,0,0
15,0.12,0.11,8.5,-90.7
15.3,0.12,0.31,21.8,-83.7
15.9,0.12,0.51,35,-75.6
16.5,0.12,0.7,47.6,-64.8
17.5,0.1,0.86,58.8,-48.1
18,0.24,1.17,66.4,-19.6
19.1,0.48,1.31,66.6,18.5
18.7,0.15,0.98,59.1,47.4
18.5,0.11,0.71,48,64.4
20.6,1.02,0.72,35.4,75.3
19.3,1.72,0.33,22.3,83.5
18.1,0.83,0.16,8.9,90.5
17.3,0,0,0,0
17.7,0,0,0,0
17.9,0,0,0,0
18,0,0,0,0
17.8,0,0,0,0
18,0,0,0,0
17.8,0,0,0,0
17.9,0,0,0,0
18,0,0,0,0
18.2,0,0,0,0
18.3,0,0,0,0
19,0,0,0,0
19.2,0.05,0.09,8.7,-91
20,0.05,0.26,22.1,-84.1
20.7,0.07,0.42,35.3,-76
21.5,0.05,0.59,47.9,-65.2
20.7,0.06,0.51,59.2,-48.5
18.7,0,0.4,66.8,-19.7
18.6,0,0.41,66.9,19
18.5,0,0.37,59.4,48
18.1,0,0.32,48.2,65
17.6,0.02,0.33,35.5,75.8
17.4,0.06,0.25,22.4,83.9
17.3,0.06,0.1,9,90.9
17.3,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
16.5,0,0,0,0
16.2,0,0,0,0
16.2,0,0,0,0
16.1,0,0,0,0
16.2,0,0,0,0
16.1,0,0,0,0
16.1,0,0,0,0
16.4,0,0,0,0
16.3,0,0,0,0
16.5,0.05,0.09,9,-91.3
16.9,0.05,0.26,22.3,-84.4
16.7,0.06,0.43,35.5,-76.4
16.5,0.05,0.6,48.2,-65.6
16.6,0.05,0.75,59.5,-48.9
16.1,0.04,0.83,67.2,-19.8
16.1,0.04,0.83,67.3,19.4
16.5,0.05,0.75,59.6,48.6
16.1,0.05,0.61,48.3,65.5
15.5,0.05,0.44,35.7,76.3
15.7,0.05,0.26,22.5,84.3
15.9,0.06,0.1,9.1,91.3
15.8,0,0,0,0
15.3,0,0,0,0
15.4,0,0,0,0
15.7,0,0,0,0
15.9,0,0,0,0
16.1,0,0,0,0
16.3,0,0,0,0
16.3,0,0,0,0
16.4,0,0,0,0
16.6,0,0,0,0
16.4,0,0,0,0
16.4,0,0,0,0
16.2,0.06,0.1,9.2,-91.7
16.1,0.06,0.25,22.6,-84.7
16.1,0.05,0.44,35.8,-76.7
16.1,0.05,0.61,48.5,-66
16.9,0.04,0.75,59.8,-49.3
16.8,0.04,0.83,67.6,-20
17.4,0.04,0.83,67.6,19.9
17.1,0.04,0.75,59.8,49.3
17.3,0.05,0.61,48.5,66
17.1,0.05,0.44,35.8,76.7
17.1,0.05,0.27,22.6,84.7
17,0.07,0.1,9.2,91.6
17,0,0,0,0
17.1,0,0,0,0
17.3,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
17.3,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
17.5,0,0,0,0
17.6,0,0,0,0
17.7,0,0,0,0
17.9,0,0,0,0
18.1,0.05,0.1,9.4,-92
18.1,0.05,0.27,22.8,-85.1
18.3,0.05,0.45,36,-77.1
18.4,0.03,0.45,48.7,-66.5
18.5,0.07,0.53,60.2,-49.7
18.6,0,0.63,68,-20.1
18.8,0,0.41,67.9,20.4
19.1,0.05,0.53,60.1,49.9
19.2,0.05,0.61,48.6,66.6
19.2,0.02,0.36,35.9,77.2
19.3,0.02,0.14,22.7,85.1
19.3,0.01,0.05,9.3,92
19.4,0,0,0,0
19.6,0,0,0,0
19.6,0,0,0,0
19.6,0,0,0,0
19.7,0,0,0,0
19.6,0,0,0,0
19.6,0,0,0,0
19.7,0,0,0,0
19.6,0,0,0,0
19.6,0,0,0,0
19.7,0,0,0,0
19.8,0,0,0,0
19.9,0.09,0.12,9.7,-92.3
20.7,0.09,0.31,23,-85.4
21,0.33,0.7,36.3,-77.5
21.7,0.77,1.03,49,-66.9
21.6,0.06,0.86,60.5,-50.1
22.3,0.14,1.04,68.4,-20.2
23.1,0.98,1.31,68.3,20.9
23.9,0.22,1.04,60.3,50.5
23.4,0.32,0.95,48.8,67.1
23.1,0.09,0.5,36,77.6
22.6,0.09,0.31,22.8,85.5
22,0.11,0.12,9.4,92.4
21.4,0,0,0,0
20.8,0,0,0,0
21,0,0,0,0
20.8,0,0,0,0
20.7,0,0,0,0
20.6,0,0,0,0
20.8,0,0,0,0
21.1,0,0,0,0
21.2,0,0,0,0
21,0,0,0,0
20.9,0,0,0,0
20.6,0,0.01,0,0
21.1,0.24,0.15,9.9,-92.6
22.6,0.43,0.45,23.3,-85.7
23.9,0.14,0.59,36.5,-77.8
22.4,0.1,0.72,49.3,-67.3
21.9,0.1,0.86,60.8,-50.6
24.2,0.44,1.31,68.7,-20.4
24.7,1.58,1.11,68.6,21.4
23.2,0.59,1.22,60.5,51.1
24.1,0.14,0.81,48.9,67.6
22.2,0.15,0.59,36.2,78.1
22.3,0.09,0.32,22.9,85.9
22,0.11,0.12,9.5,92.8
21.1,0,0,0,0
21.2,0,0,0,0
21.2,0,0,0,0
21,0,0,0,0
21.1,0,0,0,0
21.3,0,0,0,0
21.3,0,0,0,0
21.5,0,0,0,0
18.7,0,0,0,0
19.2,0,0,0,0
19.1,0,0,0,0
19.2,0,0,0,0
19.8,0.06,0.11,10.1,-92.9
20.2,0.08,0.32,23.5,-86.1
22.5,0.09,0.5,36.7,-78.2
23.5,0.12,0.79,49.6,-67.7
23.7,0.08,0.83,61.1,-51
24.8,0.73,1.35,69.1,-20.5
24.9,1.52,1.14,68.9,21.9
23.5,0.14,0.93,60.7,51.8
23.4,0.07,0.68,49.1,68.2
22.7,0.07,0.5,36.3,78.5
22.6,0.08,0.31,23,86.3
22.1,0.08,0.11,9.6,93.2
21.7,0,0,0,0
21.5,0,0,0,0
21.5,0,0,0,0
21.4,0,0,0,0
21.2,0,0,0,0
21.2,0,0,0,0
21.1,0,0,0,0
21.2,0,0,0,0
21,0,0,0,0
21.1,0,0,0,0
20.8,0,0,0,0
20.9,0,0.01,0,0
21.6,0.14,0.14,10.3,-93.2
22.2,0.14,0.36,23.7,-86.4
24.3,0.26,0.69,37,-78.6
25.1,1.67,0.83,49.8,-68.1
25.6,1.65,1,61.4,-51.4
25.6,1.66,1.08,69.5,-20.7
26.8,1.07,1.3,69.3,22.5
25.8,1.09,1.19,60.9,52.4
25.6,0.2,0.86,49.2,68.7
24.7,0.2,0.63,36.4,79
23.5,0.14,0.35,23.1,86.7
22.5,0.16,0.14,9.7,93.5
22.7,0,0.01,0,0
22,0,0,0,0
21.9,0,0,0,0
20.4,0,0,0,0
21.3,0,0,0,0
21.5,0,0,0,0
21.5,0,0,0,0
21.7,0,0,0,0
21.5,0,0,0,0
20.7,0,0,0,0
20.7,0,0,0,0
20.8,0,0.01,0,0
21.2,0.16,0.15,10.6,-93.5
21.9,0.23,0.41,23.9,-86.7
21.8,0.22,0.67,37.2,-78.9
23.8,0.14,0.8,50.1,-68.6
24.2,0.9,1.23,61.7,-51.9
24.5,0.4,1.3,69.9,-20.8
22.8,0.53,1.34,69.6,23
24.5,1.71,0.97,61.2,53.1
24.6,2.09,0.66,49.4,69.2
24.4,2,0.5,36.5,79.4
23.8,1.13,0.43,23.2,87.1
22.5,0.17,0.14,9.8,93.9
22.1,0,0.01,0,0
22,0,0,0,0
21.9,0,0,0,0
21.8,0,0,0,0
21.6,0,0,0,0
21.9,0,0,0,0
21.9,0,0,0,0
21.8,0,0,0,0
21.7,0,0,0,0
21.7,0,0,0,0
21.9,0,0,0,0
21.8,0,0.01,0,0
22.3,0.24,0.17,10.8,-93.8
22.7,1.04,0.47,24.2,-87.1
22.7,0.08,0.51,37.5,-79.3
22.6,0.03,0.54,50.3,-69
22,0.02,0.42,62,-52.3
22.2,0.12,0.98,70.2,-21
23.5,0.56,1.35,69.9,23.6
22.7,0.13,0.91,61.4,53.7
21,0.04,0.52,49.5,69.8
20.2,0.09,0.5,36.6,79.9
18.9,0.09,0.31,23.3,87.5
18.5,0.1,0.12,9.9,94.3
18.1,0,0.01,0,0
17.7,0,0,0,0
17.2,0,0,0,0
17.1,0,0,0,0
17,0,0,0,0
16.7,0,0,0,0
16.9,0,0,0,0
16.6,0,0,0,0
16,0,0,0,0
16,0,0,0,0
15,0,0,0,0
15.1,0,0.01,0,0
15.3,0.06,0.12,11,-94.1
14.7,0.06,0.28,24.4,-87.4
13.9,0.05,0.46,37.7,-79.7
13.9,0.06,0.63,50.6,-69.4
13.8,0.08,0.74,62.3,-52.8
14.2,0,0.64,70.6,-21.1
13.3,0,0.64,70.2,24.2
13.4,0.09,0.72,61.6,54.4
13.6,0.08,0.6,49.7,70.3
13.4,0.06,0.45,36.7,80.3
12.8,0.06,0.27,23.4,87.9
13.3,0.06,0.11,10,94.6
13.4,0,0,0,0
13.6,0,0,0,0
12.8,0,0,0,0
12.5,0,0,0,0
12.3,0,0,0,0
12.2,0,0,0,0
12.4,0,0,0,0
12.9,0,0,0,0
13.1,0,0,0,0
13.1,0,0,0,0
13.3,0,0,0,0
13.3,0,0.01,0,0
13.4,0.11,0.14,11.2,-94.5
13.4,0.09,0.33,24.6,-87.7
13.9,0.09,0.53,37.9,-80.1
14.6,0.08,0.73,50.8,-69.8
14.3,0.1,0.86,62.6,-53.3
15.2,0.08,0.94,71,-21.3
16.5,0.44,1.33,70.6,24.7
16.4,2.12,0.78,61.8,55
16.1,0.47,1.02,49.8,70.8
15.4,0.21,0.66,36.8,80.8
14.9,0.4,0.45,23.5,88.3
14.3,0.1,0.13,10.1,95
14.6,0,0.01,0,0
14.7,0,0,0,0
13.8,0,0,0,0
13.6,0,0,0,0
14.2,0,0,0,0
13.9,0,0,0,0
14.3,0,0,0,0
13.9,0,0,0,0
14,0,0,0,0
14.1,0,0,0,0
14.4,0,0,0,0
14.5,0,0.01,0,0
14.5,0.01,0.07,11.4,-94.8
14.7,0.03,0.24,24.8,-88.1
15.3,0.05,0.47,38.1,-80.4
15.6,0.05,0.64,51.1,-70.3
15.9,0.07,0.75,62.9,-53.8
15.9,0.09,0.8,71.3,-21.5
16,0.09,0.79,70.9,25.3
15.8,0.08,0.73,62,55.7
16.4,0.07,0.61,49.9,71.4
16.6,0.05,0.46,36.9,81.2
16.4,0.03,0.23,23.6,88.7
16.4,0.02,0.08,10.2,95.3
16.1,0,0.01,0,0
16.1,0,0,0,0
15.8,0,0,0,0
16,0,0,0,0
15.8,0,0,0,0
16,0,0,0,0
15.5,0,0,0,0
15.6,0,0,0,0
15.6,0,0,0,0
15.6,0,0,0,0
16,0,0,0,0
15.8,0,0.01,0,0
16.4,0.06,0.14,11.6,-95.1
17,0.13,0.36,25,-88.4
18.2,0.28,0.72,38.3,-80.8
18.9,0.07,0.65,51.3,-70.7
18.8,0.04,0.81,63.2,-54.3
19.5,0.04,0.88,71.7,-21.7
19.8,0.04,0.87,71.2,25.9
19.9,0.05,0.79,62.2,56.4
19.1,0.05,0.65,50.1,71.9
18.9,0.13,0.56,37,81.6
18,0.06,0.28,23.7,89.1
18,0.06,0.12,10.3,95.7
17.7,0,0.01,0,0
17.7,0,0,0,0
17.8,0,0,0,0
17.6,0,0,0,0
17.4,0,0,0,0
17.1,0,0,0,0
17.2,0,0,0,0
17.5,0,0,0,0
17.6,0,0,0,0
17.5,0,0,0,0
17.4,0,0,0,0
17.4,0,0.01,0,0
17.4,0.08,0.14,11.9,-95.4
17.7,0.07,0.32,25.2,-88.7
18.3,0.06,0.5,38.6,-81.2
18.8,0.05,0.68,51.5,-71.2
19.6,0.05,0.82,63.5,-54.7
19.8,0.13,1.01,72.1,-21.9
20.4,0.27,1.23,71.5,26.6
19.4,0.07,0.79,62.3,57
18.3,0.08,0.65,50.2,72.4
18,0.07,0.48,37.1,82.1
18,0.5,0.47,23.8,89.4
17.7,0.08,0.12,10.4,96.1
17.3,0,0.01,0,0
17.5,0,0,0,0
17.7,0,0,0,0
17.9,0,0,0,0
17.9,0,0,0,0
18.1,0,0,0,0
18.1,0,0,0,0
18.3,0,0,0,0
17.9,0,0,0,0
17.8,0,0,0,0
17.8,0,0,0,0
17.7,0.02,0.02,0,0
17.8,0.13,0.16,12.1,-95.7
17.9,0.12,0.38,25.4,-89
19,0.36,0.77,38.8,-81.6
19.6,0.86,1.06,51.8,-71.6
19.9,0.35,1.21,63.8,-55.3
20.2,0.84,1.37,72.4,-22.1
20.4,0.65,1.38,71.8,27.2
19.6,0.1,0.93,62.5,57.7
19.4,0.18,0.85,50.3,73
20,0.49,0.77,37.3,82.5
19.8,0.35,0.44,23.9,89.8
19,0.77,0.19,10.5,96.4
18.2,0,0.01,0,0
18.1,0,0,0,0
18.2,0,0,0,0
17.8,0,0,0,0
17.8,0,0,0,0
17.6,0,0,0,0
17.7,0,0,0,0
17.5,0,0,0,0
17.6,0,0,0,0
17.4,0,0,0,0
17.6,0,0,0,0
17.3,0.04,0.03,0,0
18,0.52,0.23,12.3,-96
19.3,1.71,0.4,25.6,-89.4
20,0.86,0.8,39,-81.9
20.5,0.56,1.07,52,-72.1
21,1.09,1.22,64.1,-55.8
20.9,2.37,0.72,72.8,-22.4
20.9,1.09,1.31,72.1,27.8
21.5,1.97,0.86,62.7,58.4
21.1,2.36,0.55,50.5,73.5
20.8,2.25,0.43,37.4,82.9
20.4,2,0.32,24,90.2
19.3,0.93,0.19,10.6,96.7
18.4,0,0.01,0,0
18.2,0,0,0,0
18.3,0,0,0,0
18.2,0,0,0,0
18,0,0,0,0
17.9,0,0,0,0
18.3,0,0,0,0
17.8,0,0,0,0
18,0,0,0,0
17.7,0,0,0,0
18.1,0,0,0,0
18.1,0.04,0.03,0,0
18.9,1.31,0.21,12.5,-96.3
19.9,2.14,0.32,25.8,-89.7
20.8,2.39,0.41,39.2,-82.3
21.7,2.47,0.51,52.2,-72.5
21.4,2.14,0.78,64.3,-56.3
21.8,2.5,0.65,73.1,-22.6
22.5,2.5,0.65,72.4,28.5
21.8,2.51,0.58,62.9,59
21.5,2.48,0.5,50.6,74
21.3,1.79,0.58,37.5,83.3
20.2,2.11,0.3,24.1,90.6
19.2,1.02,0.19,10.7,97.1
18.3,0.02,0.02,0,0
18.1,0,0,0,0
18.2,0,0,0,0
18.2,0,0,0,0
18,0,0,0,0
17.7,0,0,0,0
17.9,0,0,0,0
17.8,0,0,0,0
17.6,0,0,0,0
17.4,0,0,0,0
17.6,0,0,0,0
17.5,0.01,0.02,0,0
18.3,0.84,0.23,12.7,-96.6
18.7,0.09,0.34,26,-90
19.5,0.09,0.54,39.4,-82.7
20,0.1,0.7,52.4,-72.9
20.6,0.05,0.88,64.6,-56.8
20.6,0.11,0.9,73.4,-22.8
20,0.11,0.89,72.6,29.1
20.1,0.13,0.97,63.1,59.7
20.5,0.09,0.69,50.7,74.5
20,0.97,0.76,37.6,83.8
20,0.33,0.45,24.2,90.9
19.3,0.09,0.13,10.8,97.4
19,0,0.01,0,0
18.8,0,0,0,0
18.9,0,0,0,0
19,0,0,0,0
19,0,0,0,0
19.1,0,0,0,0
19.3,0,0,0,0
19.1,0,0,0,0
19.2,0,0,0,0
19.2,0,0,0,0
19.2,0,0,0,0
19.3,0.07,0.04,0,0
20.2,1.1,0.23,12.8,-96.9
