áYâú (826-A1),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
16.3,0,0,0,0
16.1,0,0,0,0
16,0,0,0,0
15.7,0,0,0,0
15.3,0,0,0,0
15.2,0,0,0,0
15,0,0,0,0
14.7,0,0,0,0
14.5,0,0,0,0
14.3,0,0,0,0
14.3,0,0,0,0
14.3,0.22,0.06,4.6,-85.6
15.1,0.78,0.3,17.8,-78.4
16.6,1.63,0.42,30.7,-70
16.8,2.06,0.45,42.8,-58.9
17.6,0.95,0.96,53.2,-42.6
18.3,2.12,0.58,60.1,-18.1
18.1,1.75,0.78,60.7,12.5
18.3,1.16,0.94,54.9,38.6
16.9,0.45,0.84,44.9,56.3
16.5,0.62,0.62,33.1,68.1
16,0.18,0.3,20.3,77
15.5,0.19,0.1,7.1,84.3
15,0,0,0,0
15.1,0,0,0,0
15.1,0,0,0,0
15.2,0,0,0,0
15.2,0,0,0,0
15.1,0,0,0,0
15.2,0,0,0,0
15.2,0,0,0,0
15,0,0,0,0
15,0,0,0,0
14.9,0,0,0,0
14.8,0,0,0,0
14.9,0.12,0.06,4.8,-85.9
15.4,0.09,0.22,18.1,-78.8
16.3,0.09,0.39,31,-70.3
16.7,0.08,0.57,43.1,-59.2
17,0.1,0.7,53.6,-42.9
17.4,0.22,0.96,60.5,-18.2
17.5,0.95,1.08,61.1,12.8
17.4,0.3,0.96,55.2,39.1
17.6,0.41,0.83,45.2,56.7
17.7,0.32,0.58,33.3,68.6
17.1,0.55,0.36,20.5,77.4
16.3,0.16,0.09,7.2,84.7
15.1,0,0,0,0
15.3,0,0,0,0
15.4,0,0,0,0
15,0,0,0,0
15.4,0,0,0,0
15.3,0,0,0,0
15.1,0,0,0,0
14.6,0,0,0,0
15,0,0,0,0
14.9,0,0,0,0
14.9,0,0,0,0
15.3,0,0,0,0
15,0.1,0.06,5.1,-86.3
14.6,0.07,0.21,18.3,-79.1
14.5,0.08,0.38,31.3,-70.7
14.5,0.06,0.54,43.4,-59.6
14.5,0.06,0.67,53.9,-43.2
14.2,0.02,0.58,60.9,-18.3
14.7,0.01,0.58,61.5,13.1
15.1,0.09,0.67,55.4,39.6
15.8,0.06,0.58,45.4,57.2
15.3,1.18,0.56,33.4,69
15,0.91,0.35,20.6,77.8
13.7,0.08,0.08,7.4,85.1
12.7,0,0,0,0
12.9,0,0,0,0
12.7,0,0,0,0
12.4,0,0,0,0
12.4,0,0,0,0
12.3,0,0,0,0
12.2,0,0,0,0
12.2,0,0,0,0
11.8,0,0,0,0
12.4,0,0,0,0
12.3,0,0,0,0
11.7,0,0,0,0
12.1,0.12,0.06,5.3,-86.6
12.9,0.64,0.32,18.6,-79.4
13.8,0.47,0.58,31.5,-71
14.2,0.65,0.82,43.7,-59.9
15.9,0.78,1,54.3,-43.5
15.7,0.8,1.1,61.3,-18.4
15.7,1.3,0.98,61.9,13.4
15.5,0.18,0.85,55.7,40.1
15.4,0.17,0.71,45.6,57.7
14.4,0.11,0.46,33.6,69.5
14.4,0.12,0.27,20.7,78.2
14.2,0.12,0.09,7.5,85.5
14.1,0,0,0,0
14.5,0,0,0,0
14.5,0,0,0,0
13.2,0,0,0,0
12.4,0,0,0,0
12.7,0,0,0,0
13.5,0,0,0,0
13.7,0,0,0,0
14,0,0,0,0
14,0,0,0,0
14.4,0,0,0,0
14.2,0,0,0,0
14.4,0.1,0.06,5.6,-86.9
15,0.09,0.22,18.9,-79.8
16.2,0.23,0.52,31.8,-71.4
18.2,0.55,0.83,44,-60.3
18.3,0.56,1.02,54.6,-43.8
17.3,0.1,0.75,61.7,-18.4
17.3,0.12,0.89,62.2,13.8
18,0.07,0.71,56,40.7
17.6,0.1,0.58,45.8,58.2
17.9,0.74,0.62,33.7,69.9
17.4,0.5,0.37,20.8,78.6
16.1,0.1,0.08,7.6,85.9
15.7,0,0,0,0
15.9,0,0,0,0
15.5,0,0,0,0
15.3,0,0,0,0
15.3,0,0,0,0
15.6,0,0,0,0
15.7,0,0,0,0
16,0,0,0,0
16.2,0,0,0,0
16,0,0,0,0
15.2,0,0,0,0
16,0,0,0,0
15.5,0.6,0.09,5.8,-87.2
16.7,0.81,0.33,19.1,-80.1
17.2,1.22,0.53,32.1,-71.7
19.4,0.88,0.82,44.3,-60.6
20.2,2.22,0.5,55,-44.2
20.2,1.27,0.99,62.1,-18.5
18.6,2.23,0.54,62.6,14.1
20.3,1.87,0.67,56.3,41.2
19.2,1.84,0.57,46,58.7
20,1.76,0.43,33.9,70.4
18.8,1.78,0.25,21,79
17.5,0.76,0.12,7.7,86.2
16.3,0,0,0,0
16.1,0,0,0,0
16.4,0,0,0,0
16.2,0,0,0,0
16.3,0,0,0,0
16.1,0,0,0,0
15.7,0,0,0,0
16.3,0,0,0,0
15.8,0,0,0,0
15.5,0,0,0,0
15.3,0,0,0,0
15.3,0,0,0,0
15.8,0.78,0.1,6.1,-87.5
17.5,1.18,0.3,19.4,-80.4
18.8,1.3,0.51,32.4,-72.1
19.6,1.85,0.54,44.6,-61
19.6,2.22,0.5,55.3,-44.5
19.6,1.29,0.98,62.5,-18.6
19.6,1.3,0.99,63,14.5
20.6,1.9,0.66,56.6,41.7
20.3,2.2,0.42,46.2,59.2
19.9,1.52,0.5,34,70.8
19.5,1.78,0.25,21.1,79.4
18.1,0.67,0.13,7.8,86.6
17.8,0,0,0,0
17.7,0,0,0,0
17.7,0,0,0,0
17.7,0,0,0,0
18.1,0,0,0,0
17.8,0,0,0,0
17.9,0,0,0,0
18.2,0,0,0,0
18.4,0,0,0,0
18.3,0,0,0,0
18.3,0,0,0,0
18.5,0,0,0,0
18.6,0.1,0.07,6.3,-87.9
19,0.1,0.24,19.6,-80.7
19.3,0.08,0.42,32.6,-72.4
20.1,0.42,0.83,44.9,-61.4
20.3,0.42,1.01,55.7,-44.8
21,0.3,1.06,62.9,-18.7
21.6,0.72,1.14,63.3,14.8
20.9,0.95,1.01,56.8,42.2
20.4,0.14,0.68,46.4,59.7
20,0.1,0.43,34.2,71.3
19.5,0.09,0.26,21.2,79.8
19.6,0.2,0.11,7.9,87
18.9,0,0,0,0
19,0,0,0,0
19.2,0,0,0,0
19.3,0,0,0,0
19.3,0,0,0,0
19,0,0,0,0
19,0,0,0,0
18.9,0,0,0,0
19.4,0,0,0,0
19.5,0,0,0,0
19.5,0,0,0,0
19.6,0,0,0,0
19.8,0.06,0.06,6.5,-88.2
20.1,0.06,0.21,19.9,-81.1
20.9,0.06,0.38,32.9,-72.8
21.1,0.06,0.53,45.3,-61.7
21.5,0.06,0.64,56.1,-45.2
21,0.04,0.73,63.3,-18.8
22.6,0.04,0.74,63.7,15.2
22.6,0.11,0.77,57.1,42.8
23.3,0.07,0.53,46.6,60.2
22.5,0.06,0.39,34.3,71.7
22.3,0.53,0.38,21.3,80.2
21.3,0.11,0.1,8,87.4
21.1,0,0,0,0
20.9,0,0,0,0
20.7,0,0,0,0
20.6,0,0,0,0
20.5,0,0,0,0
20.5,0,0,0,0
20.4,0,0,0,0
20.3,0,0,0,0
20.3,0,0,0,0
20.1,0,0,0,0
20.5,0,0,0,0
20.8,0,0,0,0
20.9,0.06,0.06,6.8,-88.5
21.7,0.2,0.3,20.1,-81.4
21.2,0,0.21,33.2,-73.1
20.9,0.02,0.42,45.6,-62.1
20.8,0.02,0.5,56.4,-45.5
20.4,0,0.36,63.7,-18.9
19.4,0.03,0.54,64.1,15.6
19.5,0.03,0.66,57.4,43.3
19.3,0.06,0.54,46.7,60.8
19.4,0.06,0.38,34.5,72.2
19.2,0.05,0.23,21.5,80.6
19.1,0.06,0.08,8.1,87.8
19,0,0,0,0
18.6,0,0,0,0
18.3,0,0,0,0
18,0,0,0,0
18.1,0,0,0,0
18.1,0,0,0,0
18.1,0,0,0,0
17.4,0,0,0,0
17,0,0,0,0
16.8,0,0,0,0
16.7,0,0,0,0
16.1,0,0,0,0
16.5,0.14,0.09,7,-88.8
16.5,0.14,0.27,20.4,-81.7
16.3,0.13,0.47,33.4,-73.5
17.5,0.13,0.65,45.9,-62.5
18.7,0.1,0.81,56.8,-45.9
18.8,0.19,0.97,64.1,-19
18.8,1.29,1,64.4,15.9
19.3,1.03,1,57.6,43.9
19.5,1.29,0.77,46.9,61.3
18.4,0.83,0.63,34.6,72.6
18.5,1.58,0.28,21.6,81
17.8,0.7,0.13,8.3,88.2
17.2,0,0,0,0
17.2,0,0,0,0
17.4,0,0,0,0
17.4,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
17.3,0,0,0,0
17.3,0,0,0,0
17.3,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
17.2,0,0,0,0
16.5,0.07,0.07,7.3,-89.1
16.7,0.1,0.26,20.6,-82.1
17.5,0.09,0.43,33.7,-73.8
17.8,0.08,0.61,46.2,-62.9
18.7,0.13,0.84,57.1,-46.2
18,0.2,1.01,64.5,-19.1
19.3,0.19,1.02,64.8,16.3
19.7,1.85,0.69,57.9,44.5
20.1,1.49,0.7,47.1,61.8
18.9,0.32,0.61,34.7,73.1
18.8,0.1,0.26,21.7,81.5
18,0.11,0.1,8.4,88.6
17.7,0,0,0,0
17.6,0,0,0,0
17.5,0,0,0,0
17.5,0,0,0,0
17.4,0,0,0,0
17.2,0,0,0,0
17.3,0,0,0,0
17,0,0,0,0
17.1,0,0,0,0
17.1,0,0,0,0
17.1,0,0,0,0
17,0,0,0,0
17.6,0.82,0.12,7.5,-89.4
19.2,1.64,0.26,20.9,-82.4
19.9,1.96,0.37,34,-74.2
21.3,2.05,0.49,46.4,-63.3
22.4,2.09,0.57,57.5,-46.6
23.2,0.94,1.12,64.9,-19.2
23.4,1.16,1.06,65.2,16.8
23.6,1.17,0.97,58.1,45
22.1,0.26,0.82,47.3,62.3
21.6,0.76,0.64,34.9,73.5
21.5,0.54,0.38,21.8,81.9
20,0.3,0.13,8.5,89
19.1,0,0,0,0
18.9,0,0,0,0
18.7,0,0,0,0
19,0,0,0,0
18.9,0,0,0,0
19.1,0,0,0,0
19.3,0,0,0,0
19.3,0,0,0,0
19.4,0,0,0,0
19.6,0,0,0,0
19.7,0,0,0,0
19.8,0,0,0,0
19.9,0.08,0.08,7.8,-89.8
20.3,0.02,0.18,21.1,-82.7
18.5,0.02,0.21,34.2,-74.5
18.2,0,0.3,46.7,-63.7
18.6,0.17,0.87,57.8,-47
20.9,0.84,1.14,65.3,-19.3
19.3,0.05,0.77,65.5,17.2
19,0.06,0.69,58.4,45.6
19.6,0.08,0.55,47.5,62.8
18.5,0.06,0.41,35,74
18.2,0.06,0.24,21.9,82.3
17.5,0.07,0.09,8.6,89.3
17.3,0,0,0,0
17.2,0,0,0,0
17.1,0,0,0,0
17,0,0,0,0
16.6,0,0,0,0
16.4,0,0,0,0
16.1,0,0,0,0
16.3,0,0,0,0
16,0,0,0,0
16.1,0,0,0,0
16.1,0,0,0,0
16.3,0,0,0,0
16.4,0.06,0.07,8,-90.1
16.5,0.05,0.22,21.4,-83.1
16.5,0.06,0.38,34.5,-74.9
16.3,0.05,0.37,47,-64
16.7,0,0.51,58.1,-47.3
16.7,0.05,0.71,65.6,-19.4
17,0.04,0.71,65.9,17.6
17,0.05,0.65,58.6,46.2
17.1,0.06,0.53,47.6,63.4
17,0.05,0.39,35.2,74.4
16.9,0.05,0.23,22,82.7
17.1,0.06,0.08,8.7,89.7
17.3,0,0,0,0
17.5,0,0,0,0
17.8,0,0,0,0
17.8,0,0,0,0
18,0,0,0,0
18.2,0,0,0,0
18.3,0,0,0,0
18.5,0,0,0,0
18.7,0,0,0,0
18.8,0,0,0,0
18.9,0,0,0,0
19.1,0,0,0,0
19.6,0.06,0.08,8.2,-90.4
19.8,0.09,0.26,21.6,-83.4
19.5,0.05,0.38,34.8,-75.3
19.1,0.06,0.52,47.3,-64.4
19.6,0.06,0.64,58.5,-47.7
19.6,0.05,0.72,66,-19.5
18.6,0.05,0.72,66.2,18
18.9,0.06,0.65,58.9,46.8
18.8,0.06,0.53,47.8,63.9
18.7,0.06,0.38,35.3,74.9
18.3,0.06,0.22,22.1,83.1
18,0.05,0.08,8.8,90.1
17.3,0,0,0,0
17,0,0,0,0
16.7,0,0,0,0
16.5,0,0,0,0
16.3,0,0,0,0
15.9,0,0,0,0
16,0,0,0,0
15.9,0,0,0,0
15.7,0,0,0,0
15.6,0,0,0,0
15.1,0,0,0,0
14.5,0,0,0,0
15,0.1,0.1,8.5,-90.7
15.3,0.1,0.27,21.8,-83.7
15.9,0.1,0.46,35,-75.6
16.5,0.1,0.62,47.6,-64.8
17.5,0.09,0.77,58.8,-48.1
18,0.22,1.04,66.4,-19.6
19.1,0.42,1.16,66.6,18.5
18.7,0.14,0.87,59.1,47.4
18.5,0.1,0.63,48,64.4
20.6,0.9,0.64,35.4,75.3
19.3,1.53,0.3,22.3,83.5
18.1,0.74,0.14,8.9,90.5
17.3,0,0,0,0
17.7,0,0,0,0
17.9,0,0,0,0
18,0,0,0,0
17.8,0,0,0,0
18,0,0,0,0
17.8,0,0,0,0
17.9,0,0,0,0
18,0,0,0,0
18.2,0,0,0,0
18.3,0,0,0,0
19,0,0,0,0
19.2,0.05,0.08,8.7,-91
20,0.05,0.23,22.1,-84.1
20.7,0.06,0.38,35.3,-76
21.5,0.05,0.53,47.9,-65.2
20.7,0.06,0.46,59.2,-48.5
18.7,0,0.35,66.8,-19.7
18.6,0,0.36,66.9,19
18.5,0,0.33,59.4,48
18.1,0,0.28,48.2,65
17.6,0.02,0.3,35.5,75.8
17.4,0.06,0.22,22.4,83.9
17.3,0.06,0.09,9,90.9
17.3,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
16.5,0,0,0,0
16.2,0,0,0,0
16.2,0,0,0,0
16.1,0,0,0,0
16.2,0,0,0,0
16.1,0,0,0,0
16.1,0,0,0,0
16.4,0,0,0,0
16.3,0,0,0,0
16.5,0.05,0.08,9,-91.3
16.9,0.05,0.23,22.3,-84.4
16.7,0.06,0.38,35.5,-76.4
16.5,0.05,0.54,48.2,-65.6
16.6,0.04,0.66,59.5,-48.9
16.1,0.03,0.74,67.2,-19.8
16.1,0.03,0.74,67.3,19.4
16.5,0.04,0.66,59.6,48.6
16.1,0.05,0.54,48.3,65.5
15.5,0.05,0.39,35.7,76.3
15.7,0.05,0.23,22.5,84.3
15.9,0.06,0.09,9.1,91.3
15.8,0,0,0,0
15.3,0,0,0,0
15.4,0,0,0,0
15.7,0,0,0,0
15.9,0,0,0,0
16.1,0,0,0,0
16.3,0,0,0,0
16.3,0,0,0,0
16.4,0,0,0,0
16.6,0,0,0,0
16.4,0,0,0,0
16.4,0,0,0,0
16.2,0.06,0.09,9.2,-91.7
16.1,0.06,0.22,22.6,-84.7
16.1,0.04,0.39,35.8,-76.7
16.1,0.04,0.54,48.5,-66
16.9,0.03,0.66,59.8,-49.3
16.8,0.03,0.74,67.6,-20
17.4,0.03,0.74,67.6,19.9
17.1,0.03,0.66,59.8,49.3
17.3,0.04,0.54,48.5,66
17.1,0.04,0.39,35.8,76.7
17.1,0.05,0.24,22.6,84.7
17,0.06,0.09,9.2,91.6
17,0,0,0,0
17.1,0,0,0,0
17.3,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
17.3,0,0,0,0
17.3,0,0,0,0
17.4,0,0,0,0
17.5,0,0,0,0
17.6,0,0,0,0
17.7,0,0,0,0
17.9,0,0,0,0
18.1,0.05,0.09,9.4,-92
18.1,0.05,0.24,22.8,-85.1
18.3,0.05,0.4,36,-77.1
18.4,0.02,0.4,48.7,-66.5
18.5,0.06,0.47,60.2,-49.7
18.6,0,0.56,68,-20.1
18.8,0,0.36,67.9,20.4
19.1,0.05,0.47,60.1,49.9
19.2,0.04,0.54,48.6,66.6
19.2,0.02,0.32,35.9,77.2
19.3,0.02,0.13,22.7,85.1
19.3,0.01,0.05,9.3,92
19.4,0,0,0,0
19.6,0,0,0,0
19.6,0,0,0,0
19.6,0,0,0,0
19.7,0,0,0,0
19.6,0,0,0,0
19.6,0,0,0,0
19.7,0,0,0,0
19.6,0,0,0,0
19.6,0,0,0,0
19.7,0,0,0,0
19.8,0,0,0,0
19.9,0.08,0.1,9.7,-92.3
20.7,0.08,0.27,23,-85.4
21,0.3,0.62,36.3,-77.5
21.7,0.69,0.91,49,-66.9
21.6,0.06,0.76,60.5,-50.1
22.3,0.13,0.93,68.4,-20.2
23.1,0.87,1.17,68.3,20.9
23.9,0.19,0.93,60.3,50.5
23.4,0.28,0.84,48.8,67.1
23.1,0.08,0.45,36,77.6
22.6,0.08,0.27,22.8,85.5
22,0.1,0.1,9.4,92.4
21.4,0,0,0,0
20.8,0,0,0,0
21,0,0,0,0
20.8,0,0,0,0
20.7,0,0,0,0
20.6,0,0,0,0
20.8,0,0,0,0
21.1,0,0,0,0
21.2,0,0,0,0
21,0,0,0,0
20.9,0,0,0,0
20.6,0,0.01,0,0
21.1,0.22,0.14,9.9,-92.6
22.6,0.38,0.4,23.3,-85.7
23.9,0.13,0.53,36.5,-77.8
22.4,0.09,0.64,49.3,-67.3
21.9,0.09,0.77,60.8,-50.6
24.2,0.39,1.16,68.7,-20.4
24.7,1.41,0.98,68.6,21.4
23.2,0.52,1.09,60.5,51.1
24.1,0.13,0.72,48.9,67.6
22.2,0.14,0.52,36.2,78.1
22.3,0.08,0.28,22.9,85.9
22,0.1,0.1,9.5,92.8
21.1,0,0,0,0
21.2,0,0,0,0
21.2,0,0,0,0
21,0,0,0,0
21.1,0,0,0,0
21.3,0,0,0,0
21.3,0,0,0,0
21.5,0,0,0,0
18.7,0,0,0,0
19.2,0,0,0,0
19.1,0,0,0,0
19.2,0,0,0,0
19.8,0.06,0.1,10.1,-92.9
20.2,0.07,0.28,23.5,-86.1
22.5,0.08,0.44,36.7,-78.2
23.5,0.1,0.7,49.6,-67.7
23.7,0.07,0.74,61.1,-51
24.8,0.65,1.2,69.1,-20.5
24.9,1.35,1.02,68.9,21.9
23.5,0.12,0.82,60.7,51.8
23.4,0.06,0.61,49.1,68.2
22.7,0.06,0.44,36.3,78.5
22.6,0.07,0.27,23,86.3
22.1,0.07,0.1,9.6,93.2
21.7,0,0,0,0
21.5,0,0,0,0
21.5,0,0,0,0
21.4,0,0,0,0
21.2,0,0,0,0
21.2,0,0,0,0
21.1,0,0,0,0
21.2,0,0,0,0
21,0,0,0,0
21.1,0,0,0,0
20.8,0,0,0,0
20.9,0,0.01,0,0
21.6,0.13,0.13,10.3,-93.2
22.2,0.12,0.32,23.7,-86.4
24.3,0.23,0.62,37,-78.6
25.1,1.48,0.74,49.8,-68.1
25.6,1.46,0.89,61.4,-51.4
25.6,1.47,0.96,69.5,-20.7
26.8,0.95,1.15,69.3,22.5
25.8,0.97,1.06,60.9,52.4
25.6,0.18,0.76,49.2,68.7
24.7,0.18,0.56,36.4,79
23.5,0.12,0.31,23.1,86.7
22.5,0.14,0.12,9.7,93.5
22.7,0,0.01,0,0
22,0,0,0,0
21.9,0,0,0,0
20.4,0,0,0,0
21.3,0,0,0,0
21.5,0,0,0,0
21.5,0,0,0,0
21.7,0,0,0,0
21.5,0,0,0,0
20.7,0,0,0,0
20.7,0,0,0,0
20.8,0,0.01,0,0
21.2,0.14,0.14,10.6,-93.5
21.9,0.2,0.37,23.9,-86.7
21.8,0.19,0.59,37.2,-78.9
23.8,0.12,0.71,50.1,-68.6
24.2,0.8,1.1,61.7,-51.9
24.5,0.35,1.15,69.9,-20.8
22.8,0.47,1.19,69.6,23
24.5,1.52,0.86,61.2,53.1
24.6,1.86,0.58,49.4,69.2
24.4,1.78,0.45,36.5,79.4
23.8,1.01,0.38,23.2,87.1
22.5,0.15,0.13,9.8,93.9
22.1,0,0.01,0,0
22,0,0,0,0
21.9,0,0,0,0
21.8,0,0,0,0
21.6,0,0,0,0
21.9,0,0,0,0
21.9,0,0,0,0
21.8,0,0,0,0
21.7,0,0,0,0
21.7,0,0,0,0
21.9,0,0,0,0
21.8,0,0.01,0,0
22.3,0.22,0.15,10.8,-93.8
22.7,0.93,0.42,24.2,-87.1
22.7,0.07,0.46,37.5,-79.3
22.6,0.02,0.48,50.3,-69
22,0.02,0.38,62,-52.3
22.2,0.1,0.87,70.2,-21
23.5,0.5,1.2,69.9,23.6
22.7,0.11,0.81,61.4,53.7
21,0.03,0.46,49.5,69.8
20.2,0.08,0.45,36.6,79.9
18.9,0.08,0.27,23.3,87.5
18.5,0.09,0.1,9.9,94.3
18.1,0,0.01,0,0
17.7,0,0,0,0
17.2,0,0,0,0
17.1,0,0,0,0
17,0,0,0,0
16.7,0,0,0,0
16.9,0,0,0,0
16.6,0,0,0,0
16,0,0,0,0
16,0,0,0,0
15,0,0,0,0
15.1,0,0.01,0,0
15.3,0.06,0.1,11,-94.1
14.7,0.06,0.25,24.4,-87.4
13.9,0.05,0.41,37.7,-79.7
13.9,0.06,0.56,50.6,-69.4
13.8,0.07,0.66,62.3,-52.8
14.2,0,0.57,70.6,-21.1
13.3,0,0.57,70.2,24.2
13.4,0.08,0.64,61.6,54.4
13.6,0.07,0.54,49.7,70.3
13.4,0.06,0.4,36.7,80.3
12.8,0.06,0.24,23.4,87.9
13.3,0.06,0.1,10,94.6
13.4,0,0,0,0
13.6,0,0,0,0
12.8,0,0,0,0
12.5,0,0,0,0
12.3,0,0,0,0
12.2,0,0,0,0
12.4,0,0,0,0
12.9,0,0,0,0
13.1,0,0,0,0
13.1,0,0,0,0
13.3,0,0,0,0
13.3,0,0.01,0,0
13.4,0.1,0.13,11.2,-94.5
13.4,0.08,0.3,24.6,-87.7
13.9,0.08,0.47,37.9,-80.1
14.6,0.07,0.65,50.8,-69.8
14.3,0.09,0.76,62.6,-53.3
15.2,0.07,0.83,71,-21.3
16.5,0.39,1.18,70.6,24.7
16.4,1.88,0.7,61.8,55
16.1,0.42,0.9,49.8,70.8
15.4,0.18,0.58,36.8,80.8
14.9,0.35,0.4,23.5,88.3
14.3,0.09,0.11,10.1,95
14.6,0,0.01,0,0
14.7,0,0,0,0
13.8,0,0,0,0
13.6,0,0,0,0
14.2,0,0,0,0
13.9,0,0,0,0
14.3,0,0,0,0
13.9,0,0,0,0
14,0,0,0,0
14.1,0,0,0,0
14.4,0,0,0,0
14.5,0,0.01,0,0
14.5,0.01,0.06,11.4,-94.8
14.7,0.02,0.22,24.8,-88.1
15.3,0.05,0.42,38.1,-80.4
15.6,0.04,0.57,51.1,-70.3
15.9,0.06,0.66,62.9,-53.8
15.9,0.08,0.71,71.3,-21.5
16,0.08,0.7,70.9,25.3
15.8,0.07,0.65,62,55.7
16.4,0.06,0.54,49.9,71.4
16.6,0.05,0.41,36.9,81.2
16.4,0.02,0.2,23.6,88.7
16.4,0.02,0.07,10.2,95.3
16.1,0,0.01,0,0
16.1,0,0,0,0
15.8,0,0,0,0
16,0,0,0,0
15.8,0,0,0,0
16,0,0,0,0
15.5,0,0,0,0
15.6,0,0,0,0
15.6,0,0,0,0
15.6,0,0,0,0
16,0,0,0,0
15.8,0,0.01,0,0
16.4,0.06,0.12,11.6,-95.1
17,0.11,0.32,25,-88.4
18.2,0.25,0.64,38.3,-80.8
18.9,0.06,0.58,51.3,-70.7
18.8,0.03,0.72,63.2,-54.3
19.5,0.03,0.78,71.7,-21.7
19.8,0.03,0.78,71.2,25.9
19.9,0.05,0.7,62.2,56.4
19.1,0.05,0.58,50.1,71.9
18.9,0.11,0.5,37,81.6
18,0.06,0.25,23.7,89.1
18,0.06,0.1,10.3,95.7
17.7,0,0.01,0,0
17.7,0,0,0,0
17.8,0,0,0,0
17.6,0,0,0,0
17.4,0,0,0,0
17.1,0,0,0,0
17.2,0,0,0,0
17.5,0,0,0,0
17.6,0,0,0,0
17.5,0,0,0,0
17.4,0,0,0,0
17.4,0,0.01,0,0
17.4,0.07,0.12,11.9,-95.4
17.7,0.06,0.28,25.2,-88.7
18.3,0.06,0.45,38.6,-81.2
18.8,0.05,0.61,51.5,-71.2
19.6,0.05,0.73,63.5,-54.7
19.8,0.11,0.9,72.1,-21.9
20.4,0.24,1.1,71.5,26.6
19.4,0.06,0.7,62.3,57
18.3,0.07,0.58,50.2,72.4
18,0.06,0.42,37.1,82.1
18,0.44,0.42,23.8,89.4
17.7,0.07,0.1,10.4,96.1
17.3,0,0.01,0,0
17.5,0,0,0,0
17.7,0,0,0,0
17.9,0,0,0,0
17.9,0,0,0,0
18.1,0,0,0,0
18.1,0,0,0,0
18.3,0,0,0,0
17.9,0,0,0,0
17.8,0,0,0,0
17.8,0,0,0,0
17.7,0.02,0.02,0,0
17.8,0.11,0.14,12.1,-95.7
17.9,0.1,0.34,25.4,-89
19,0.32,0.68,38.8,-81.6
19.6,0.76,0.94,51.8,-71.6
19.9,0.31,1.07,63.8,-55.3
20.2,0.74,1.22,72.4,-22.1
20.4,0.58,1.22,71.8,27.2
19.6,0.09,0.82,62.5,57.7
19.4,0.16,0.75,50.3,73
20,0.43,0.68,37.3,82.5
19.8,0.31,0.39,23.9,89.8
19,0.69,0.17,10.5,96.4
18.2,0,0.01,0,0
18.1,0,0,0,0
18.2,0,0,0,0
17.8,0,0,0,0
17.8,0,0,0,0
17.6,0,0,0,0
17.7,0,0,0,0
17.5,0,0,0,0
17.6,0,0,0,0
17.4,0,0,0,0
17.6,0,0,0,0
17.3,0.03,0.02,0,0
18,0.46,0.2,12.3,-96
19.3,1.52,0.35,25.6,-89.4
20,0.76,0.71,39,-81.9
20.5,0.5,0.95,52,-72.1
21,0.97,1.09,64.1,-55.8
20.9,2.1,0.64,72.8,-22.4
20.9,0.97,1.17,72.1,27.8
21.5,1.75,0.77,62.7,58.4
21.1,2.1,0.49,50.5,73.5
20.8,2,0.38,37.4,82.9
20.4,1.78,0.28,24,90.2
19.3,0.82,0.17,10.6,96.7
18.4,0,0.01,0,0
18.2,0,0,0,0
18.3,0,0,0,0
18.2,0,0,0,0
18,0,0,0,0
17.9,0,0,0,0
18.3,0,0,0,0
17.8,0,0,0,0
18,0,0,0,0
17.7,0,0,0,0
18.1,0,0,0,0
18.1,0.03,0.02,0,0
18.9,1.16,0.18,12.5,-96.3
19.9,1.9,0.28,25.8,-89.7
20.8,2.12,0.37,39.2,-82.3
21.7,2.19,0.46,52.2,-72.5
21.4,1.9,0.7,64.3,-56.3
21.8,2.22,0.58,73.1,-22.6
22.5,2.22,0.58,72.4,28.5
21.8,2.23,0.51,62.9,59
21.5,2.21,0.44,50.6,74
21.3,1.59,0.51,37.5,83.3
20.2,1.87,0.26,24.1,90.6
19.2,0.9,0.17,10.7,97.1
18.3,0.02,0.02,0,0
18.1,0,0,0,0
18.2,0,0,0,0
18.2,0,0,0,0
18,0,0,0,0
17.7,0,0,0,0
17.9,0,0,0,0
17.8,0,0,0,0
17.6,0,0,0,0
17.4,0,0,0,0
17.6,0,0,0,0
17.5,0.01,0.02,0,0
18.3,0.74,0.21,12.7,-96.6
18.7,0.08,0.3,26,-90
19.5,0.08,0.48,39.4,-82.7
20,0.09,0.62,52.4,-72.9
20.6,0.05,0.78,64.6,-56.8
20.6,0.1,0.8,73.4,-22.8
20,0.1,0.79,72.6,29.1
20.1,0.11,0.86,63.1,59.7
20.5,0.08,0.62,50.7,74.5
20,0.86,0.67,37.6,83.8
20,0.3,0.4,24.2,90.9
19.3,0.08,0.11,10.8,97.4
19,0,0.01,0,0
18.8,0,0,0,0
18.9,0,0,0,0
19,0,0,0,0
19,0,0,0,0
19.1,0,0,0,0
19.3,0,0,0,0
19.1,0,0,0,0
19.2,0,0,0,0
19.2,0,0,0,0
19.2,0,0,0,0
19.3,0.06,0.03,0,0
